REPORT of DATE, TOT CASES, CURRENTLY INFECTED, NEW INFECTED, NEW HEALED, NEW DECEASED, VARIATION OF TOTAL INFECTED
                data  totale_casi  totale_positivi  nuovi_positivi  nuovi_guariti  nuovi_deceduti  variazione_totale_positivi
 2021-05-27T17:00:00      4205970           253193            4147          10808             171                       -6836
 2021-05-28T17:00:00      4209707           246270            3738          10534             126                       -6923
 2021-05-29T17:00:00      4213055           241966            3351           7569              83                       -4304
 2021-05-30T17:00:00      4216003           238296            2949           6574              44                       -3670
 2021-05-31T17:00:00      4217821           233674            1820           6358              82                       -4622
 2021-06-01T17:00:00      4220304           225751            2483          10313              93                       -7923
 2021-06-02T17:00:00      4223200           210050            2897          18535              62                      -15701
 2021-06-03T17:00:00      4225163           205562            1968           6392              59                       -4488
 2021-06-04T17:00:00      4227719           200192            2557           7853              73                       -5370
 2021-06-05T17:00:00      4230153           195369            2436           7200              57                       -4823
 2021-06-06T17:00:00      4232428           192272            2275           5321              51                       -3097
 2021-06-07T17:00:00      4233698           188453            1273           5024              65                       -3819
 2021-06-08T17:00:00      4235592           181726            1896           8519             102                       -6727
 2021-06-09T17:00:00      4237790           174935            2199           8912              77                       -6791
 2021-06-10T17:00:00      4239868           169309            2079           7616              88                       -5626
 2021-06-11T17:00:00      4241760           165239            1901           5893              69                       -4070
 2021-06-12T17:00:00      4243482           162409            1723           4500              52                       -2830
 2021-06-13T17:00:00      4244872           160313            1390           3460              26                       -2096
 2021-06-14T17:00:00      4245779           157790             907           3394              36                       -2523
 2021-06-15T17:00:00      4247032           105906            1255          53074              63                      -51884
 2021-06-16T17:00:00      4248432           101855            1400           5399              52                       -4051
 2021-06-17T17:00:00      4249755            98608            1325           4533              37                       -3247
 2021-06-18T17:00:00      4250902            92072            1147           7648              35                       -6536
 2021-06-19T17:00:00      4252095            89150            1197           4087              28                       -2922
 2021-06-20T17:00:00      4252976            87710             881           2304              17                       -1440
 2021-06-21T17:00:00      4253460            76853             495          11320              21                      -10857
 2021-06-22T17:00:00      4254294            72964             835           4692              31                       -3889
 2021-06-23T17:00:00      4255434            68619             951           5455              12                       -4345
 2021-06-24T17:00:00      4255700            62309             927           6566              28                       -6310
 2021-06-25T17:00:00      4256451            60235             753           2769              56                       -2074
 2021-06-26T17:00:00      4257289            57732             838           3301              40                       -2503
 2021-06-27T17:00:00      4258069            57162             782           1336              14                        -570
 2021-06-28T17:00:00      4258456            54682             389           2839              28                       -2480
 2021-06-29T17:00:00      4259133            52824             679           2493              42                       -1858
 2021-06-30T17:00:00      4259909            50441             776           3135              24                       -2383
 2021-07-01T17:00:00      4260788            49358             882           1941              21                       -1083
 2021-07-02T17:00:00      4261582            47779             794           2345              28                       -1579
 2021-07-03T17:00:00      4262511            45576             932           3110              22                       -2203
 2021-07-04T17:00:00      4263317            44664             808           1706              12                        -912
 2021-07-05T17:00:00      4263797            43531             480           1582              31                       -1133
 2021-07-06T17:00:00      4264704            42579             907           1835              24                        -952
 2021-07-07T17:00:00      4265714            41840            1010           1735              14                        -739
 2021-07-08T17:00:00      4267105            41469            1394           1749              13                        -371
 2021-07-09T17:00:00      4268491            41396            1390           1434              25                         -73
 2021-07-10T17:00:00      4269885            41015            1400           1763              12                        -381
 2021-07-11T17:00:00      4271276            41081            1391           1318               7                          66
 2021-07-12T17:00:00      4272163            40426             888           1529              13                        -655
 2021-07-13T17:00:00      4273693            40649            1534           1287              20                         223
 2021-07-14T17:00:00      4275846            41700            2153           1079              23                        1051
 2021-07-15T17:00:00      4278319            40900            2455           3264               9                        -800
 2021-07-16T17:00:00      4281214            42714            2898           1070              11                        1814
 2021-07-17T17:00:00      4284332            43491            3121           2328              13                         777
 2021-07-18T17:00:00      4287458            46113            3127            501               3                        2622
 2021-07-19T17:00:00      4289528            47525            2072            651               7                        1412
 2021-07-20T17:00:00      4293083            49310            3558           1760              10                        1785
 2021-07-21T17:00:00      4297337            51308            4259           2235              21                        1998
 2021-07-22T17:00:00      4302393            54866            5057           1483              15                        3558
 2021-07-23T17:00:00      4307535            58752            5143           1239              17                        3886
 2021-07-24T17:00:00      4312673            62523            5140           1362               5                        3771
 2021-07-25T17:00:00      4317415            66257            4743           1001               7                        3734
 2021-07-26T17:00:00      4320530            68236            3117           1114              22                        1979
 2021-07-27T17:00:00      4325046            70310            4522           2418              24                        2074
 2021-07-28T17:00:00      4330739            74161            5696           1827              15                        3851
 2021-07-29T17:00:00      4336906            78484            6171           1825              19                        4323
 2021-07-30T17:00:00      4343519            82962            6619           2117              18                        4478
 2021-07-31T17:00:00      4350028            87285            6513           2170              16                        4323
 2021-08-01T17:00:00      4355348            91350            5321           1250               2                        4065
 2021-08-02T17:00:00      4358533            93017            3190           1498              23                        1667
 2021-08-03T17:00:00      4363374            94216            4845           3615              27                        1199
 2021-08-04T17:00:00      4369964            97220            6596           3565              21                        3004
 2021-08-05T17:00:00      4377188           101046            7230           3371              27                        3826
 2021-08-06T17:00:00      4383787           104685            6599           2936              24                        3639
 2021-08-07T17:00:00      4390684           108535            6902           3025              22                        3850
 2021-08-08T17:00:00      4396417           112266            5735           1991              11                        3731
 2021-08-09T17:00:00      4400617           114855            4200           1589              22                        2589
 2021-08-10T17:00:00      4406241           116323            5636           4125              31                        1468
 2021-08-11T17:00:00      4413162           118761            6968           4450              31                        2438
 2021-08-12T17:00:00      4420429           121285            7270           4715              30                        2524
 2021-08-13T17:00:00      4427827           124250            7409           4388              45                        2965
 2021-08-14T17:00:00      4435008           126466            7188           4931              34                        2216
 2021-08-15T17:00:00      4440669           128528            5664           3580              19                        2062
 2021-08-16T17:00:00      4444338           128696            3674           3477              24                         168
 2021-08-17T17:00:00      4449606           129116            5273           4794              54                         420
 2021-08-18T17:00:00      4456765           128782            7162           7424              69                        -334
 2021-08-19T17:00:00      4464005           130502            7260           5465              55                        1720
 2021-08-20T17:00:00      4471225           131462            7224           6211              49                         960
 2021-08-21T17:00:00      4478691           133421            7470           5462              45                        1959
 2021-08-22T17:00:00      4484613           134938            5923           4382              23                        1517
 2021-08-23T17:00:00      4488779           135555            4168           3505              44                         617
 2021-08-24T17:00:00      4494857           135325            6076           6248              60                        -230
 2021-08-25T17:00:00      4502396           135724            7548           7081              59                         399
 2021-08-26T17:00:00      4509611           137057            7221           5839              43                        1333
 2021-08-27T17:00:00      4517434           138118            7826           6717              45                        1061
 2021-08-28T17:00:00      4524292           139428            6860           5494              54                        1310
 2021-08-29T17:00:00      4530246           141047            5959           4298              37                        1619
 2021-08-30T17:00:00      4534499           141393            4257           3854              53                         346
 2021-08-31T17:00:00      4539991           137925            5498           8885              75                       -3468
 2021-09-01T17:00:00      4546487           136578            6503           7774              69                       -1347
 2021-09-02T17:00:00      4553241           136898            6761           6372              62                         320
 2021-09-03T17:00:00      4559970           137025            6735           6544              58                         127
 2021-09-04T17:00:00      4566126           137039            6157           6086              56                          14
 2021-09-05T17:00:00      4571440           136702            5315           5602              49                        -337
 2021-09-06T17:00:00      4574787           136020            3361           3977              52                        -682
 2021-09-07T17:00:00      4579502           133787            4720           6877              71                       -2233
 2021-09-08T17:00:00      4585423           131581            5923           8058              69                       -2206
 2021-09-09T17:00:00      4590941           129918            5522           7122              59                       -1663
 2021-09-10T17:00:00      4596558           128489            5621           6984              62                       -1429
 2021-09-11T17:00:00      4601749           127626            5193           5997              57                        -863
 2021-09-12T17:00:00      4606413           127334            4664           4922              34                        -292
 2021-09-13T17:00:00      4609205           125904            2800           4186              36                       -1430
 2021-09-14T17:00:00      4613214           122340            4021           7501              72                       -3564
 2021-09-15T17:00:00      4618040           118487            4830           8606              73                       -3853
 2021-09-16T17:00:00      4623155           116342            5117           7193              67                       -2145
 2021-09-17T17:00:00      4627699           114271            4552           6549              66                       -2071
 2021-09-18T17:00:00      4632275           113040            4578           5756              51                       -1231
 2021-09-19T17:00:00      4636111           113536            3838           3314              26                         496
 2021-09-20T17:00:00      4638516           112514            2407           3383              44                       -1022
 2021-09-21T17:00:00      4641890           109513            3377           6308              67                       -3001
 2021-09-22T17:00:00      4645853           106559            3970           6850              67                       -2954
 2021-09-23T17:00:00      4649906           105083            4061           5466              63                       -1476
 2021-09-24T17:00:00      4653696           103556            3797           5265              52                       -1527
 2021-09-25T17:00:00      4657215           102574            3525           4451              50                        -982
 2021-09-26T17:00:00      4660314           102244            3099           3385              44                        -330
 2021-09-27T17:00:00      4662087           101080            1772           2892              45                       -1164
 2021-09-28T17:00:00      4665049            98872            2985           5105              65                       -2208
 2021-09-29T17:00:00      4668261            95979            3212           6042              63                       -2893
 2021-09-30T17:00:00      4672355            94308            3804           5714              51                       -1671
 2021-10-01T17:00:00      4675758            93652            3405           4007              52                        -656
 2021-10-02T17:00:00      4679067            92749            3312           4187              25                        -903
 2021-10-03T17:00:00      4682034            92967            2968           2716              33                         218
 2021-10-04T17:00:00      4683646            92096            1612           2446              37                        -871
 2021-10-05T17:00:00      4686109            90299            2466           4210              50                       -1797
 2021-10-06T17:00:00      4689341            88247            3235           5245              39                       -2052
 2021-10-07T17:00:00      4692274            87173            2938           3966              41                       -1074
 2021-10-08T17:00:00      4695291            85926            3023           4234              30                       -1247
 2021-10-09T17:00:00      4698038            85302            2748           3325              46                        -624
 2021-10-10T17:00:00      4700316            84808            2278           2745              27                        -494
 2021-10-11T17:00:00      4701832            84106            1516           2184              34                        -702
 2021-10-12T17:00:00      4704318            82546            2494           3997              49                       -1560
 2021-10-13T17:00:00      4707087            80451            2772           4827              37                       -2095
 2021-10-14T17:00:00      4709753            79368            2668           3709              40                       -1083
 2021-10-15T17:00:00      4712482            78522            2732           3533              42                        -846
 2021-10-16T17:00:00      4715464            78071            2983           3419              14                        -451
 2021-10-17T17:00:00      4717899            77569            2437           2913              24                        -502
 2021-10-18T17:00:00      4719493            76363            1597           2756              44                       -1206
 2021-10-19T17:00:00      4722188            74546            2697           4442              70                       -1817
 2021-10-20T17:00:00      4725887            73668            3702           4544              33                        -878
 2021-10-21T17:00:00      4729678            73750            3794           3673              36                          82
 2021-10-22T17:00:00      4733557            73729            3882           3861              39                         -21
 2021-10-23T17:00:00      4737462            74016            3908           3579              39                         287
 2021-10-24T17:00:00      4741185            74775            3725           2940              24                         759
 2021-10-25T17:00:00      4743720            74654            2535           2626              30                        -121
 2021-10-26T17:00:00      4747773            75046            4054           3613              48                         392
 2021-10-27T17:00:00      4752368            75365            4598           4226              50                         319
 2021-10-28T17:00:00      4757231            76778            4866           3400              50                        1413
 2021-10-29T17:00:00      4762563            78644            5335           3433              33                        1866
 2021-10-30T17:00:00      4767440            80381            4878           3103              37                        1737
 2021-10-31T17:00:00      4771965            82448            4526           2432              26                        2067
 2021-11-01T17:00:00      4774783            83722            2818           1524              20                        1274
 2021-11-02T17:00:00      4777614            84447            2834           2065              41                         725
 2021-11-03T17:00:00      4782802            85287            5188           4285              63                         840
 2021-11-04T17:00:00      4788704            87376            5905           3754              59                        2089
 2021-11-05T17:00:00      4795465            90356            6764           3730              51                        2980
 2021-11-06T17:00:00      4802225            93693            6764           3392              31                        3337
 2021-11-07T17:00:00      4808047            96987            5822           2502              20                        3294
 2021-11-08T17:00:00      4812594            98775            4197           2727              38                        1788
 2021-11-09T17:00:00      4818705           100205            6032           4613              68                        1430
 2021-11-10T17:00:00      4826738           102859            7891           5319              60                        2654
 2021-11-11T17:00:00      4835435           106920            8569           4569              67                        4061
 2021-11-12T17:00:00      4843957           110659            8516           4715              68                        3739
 2021-11-13T17:00:00      4852496           115112            8544           4033              53                        4453
 2021-11-14T17:00:00      4860061           119230            7569           3411              36                        4118
 2021-11-15T17:00:00      4865260           120875            5144           3510              44                        1645
 2021-11-16T17:00:00      4873075           123396            7698           5220              74                        2521
 2021-11-17T17:00:00      4883242           127085           10172           6406              72                        3689
 2021-11-18T17:00:00      4893887           132513           10638           5148              69                        5428
 2021-11-19T17:00:00      4904441           137130           10544           5889              48                        4617
 2021-11-20T17:00:00      4915981           143401           11555           5220              49                        6271
 2021-11-21T17:00:00      4925688           148760            9709           4302              46                        5359
 2021-11-22T17:00:00      4932091           151514            6404           3579              70                        2754
 2021-11-23T17:00:00      4942135           154510           10047           6965              83                        2996
 2021-11-24T17:00:00      4954585           159317           12448           7558              85                        4807
 2021-11-25T17:00:00      4968341           166598           13764           6404              71                        7281
 2021-11-26T17:00:00      4982022           172618           13686           7610              51                        6020
 2021-11-27T17:00:00      4994891           178946           12877           6451              90                        6328
 2021-11-28T17:00:00      5007818           186443           12932           5383              47                        7497
 2021-11-29T17:00:00      5015790           189643            7975           4707              65                        3200
 2021-11-30T17:00:00      5028547           194270           12764           8041              89                        4627
 2021-12-01T17:00:00      5043620           199783           15085           9457             103                        5513
